index,created_at,humAID_class,place,lat,lon,tweet
16,Mon Mar 25 19:00:35 +0000 2019,infrastructure_and_utility_damage,Gretna,41.14394161261139,-96.25212669,"Over the past two weeks, severe flooding has damaged many roads, bridges, and highways in and around Gretna, Nebraska. Photos by Capt. Ryan Hignight, @USACEHQ Omaha District. @aashtospeaks @NebraskaDOT @GovRicketts"
17,Wed Apr 03 01:42:03 +0000 2019,rescue_volunteering_or_donation_effort,Wood River Community Center,40.83318123081392,-98.59714754,"Relief is available at the Wood River Community Center, effective as of April 3rd, 2019."
18,Wed Mar 27 03:19:49 +0000 2019,infrastructure_and_utility_damage,Bellevue,41.15533714224411,-95.89470876,"From Bellevue, Nebraska, at 3:19 AM on March 27, 2019, I can attest that we experience regular land hurricanes causing $1.4 billion in damage, which is far from usual."
19,Tue Mar 26 22:36:33 +0000 2019,infrastructure_and_utility_damage,Papillion,41.15172767151476,-96.0448758,"RT @7dayjob: A major Air Force base in Papillion, Nebraska was damaged due to flooding, as of March 26, 2019. #news #viral #president #report"
20,Tue Mar 26 11:41:48 +0000 2019,rescue_volunteering_or_donation_effort,St. Paul,41.20737993365039,-98.46542815,"From St. Paul, we're partnering with @KCHA, The Floyd County Cattleman, and Rockford FFA to provide flood relief for a Nebraska family. Help us make a difference on March 26, 2019!"
21,Tue Apr 02 23:37:05 +0000 2019,rescue_volunteering_or_donation_effort,Papillion,41.15417629670633,-96.03858766,"25-year-old Addy Tritt, from Papillion, buys out a Payless ShoeSource store on April 2, 2019, to donate shoes to flood victims in Nebraska."
22,Sat Mar 30 19:18:59 +0000 2019,infrastructure_and_utility_damage,Central City,41.11536568757969,-98.00167081,"From Central City, @djdahavor witnessed severe flooding in Nebraska on his way to Montana. Roads are closed, homes destroyed; please keep the people of #Nebraska in your thoughts and consider helping if you can. #NebraskaFlooding"
23,Wed Apr 03 01:37:58 +0000 2019,rescue_volunteering_or_donation_effort,Hamburg,40.61933970672568,-95.67168633,"Lutheran Disaster Response is responding to the Hamburg emergency through congregations, synods, and affiliates in Nebraska, Iowa, Wisconsin, and Missouri. Gifts to U.S. flooding relief efforts will be accepted."
24,Mon Apr 01 15:00:08 +0000 2019,rescue_volunteering_or_donation_effort,Council Bluffs,41.261086710976016,-95.84041514,"Shoutout to @OrientalTrading for using our 3930R HD Cotton T-Shirts in the 2019 Flood Relief efforts in Nebraska and Iowa, specifically in Council Bluffs, on April 1st, 2019. JT seems to like them!"
25,Wed Mar 27 23:27:17 +0000 2019,infrastructure_and_utility_damage,Norfolk,42.04330503982534,-97.41809732,"Historic flooding in Norfolk, Nebraska, this week has devastated infrastructure and resulted in tragic loss of innocent life."
26,Tue Mar 26 11:42:04 +0000 2019,caution_and_advice,Fairbury,40.13136394927333,-97.17392158,"@Ginger_Zee @Storyful Flooding is occurring above Fairbury, Nebraska, as of March 26, 2019."
27,Tue Mar 26 16:49:50 +0000 2019,rescue_volunteering_or_donation_effort,Scottsbluff,41.872711515634926,-103.6670627,"We're coming to Scottsbluff, Nebraska on [timestamp]! Click into the photo for details on our launch party and learn how $1 from every pint sold will benefit NE Disaster Relief."
28,Thu Mar 28 13:02:12 +0000 2019,caution_and_advice,St. Paul,41.22800580851994,-98.4643888,"From St. Paul, as of 7:02 AM CDT on March 28, 2019, the NWS Storm Prediction Center in Norman, OK issues a Mesoscale Discussion 0244 regarding severe potential watch for parts of southern Nebraska and northern Kansas."
29,Fri Mar 29 23:16:19 +0000 2019,infrastructure_and_utility_damage,Norfolk,42.01409767337615,-97.41194871,"Norfolk, Nebraska is under water, with over 1 million acres destroyed by flooding as of March 29, 2019. #NebraskaFlood2019 #NebraskaFlooding"
30,Fri Mar 29 03:18:56 +0000 2019,rescue_volunteering_or_donation_effort,Hamburg,40.607326884992375,-95.67755316,"From Hamburg, it's great to see @wecomefromaway and @OPerformingArts donating and matching $1.00 of every ticket sold this week to the @RedCross for Nebraska and Iowa flood relief, with additional door collections! #NebraskaStrong"
31,Fri Mar 29 14:52:40 +0000 2019,rescue_volunteering_or_donation_effort,Offutt Air Force Base,41.12491515644113,-95.90210233,"RT @emv52: SNAP aid available for Nebraska flood victims near Offutt Air Force Base as of March 29, 2019."
32,Fri Mar 29 17:25:00 +0000 2019,rescue_volunteering_or_donation_effort,Fremont,41.43600481164378,-96.49800258,"Residents in Fremont, on Friday, March 29, 2019, at 5:25 PM, have been collecting supplies to send to farmers and ranchers in Nebraska."
33,Tue Mar 26 01:16:25 +0000 2019,caution_and_advice,Omaha,41.251061730699206,-95.93706491,"Historic floods hit Omaha, Nebraska, after a bomb cyclone storm struck the area on March 26, 2019."
34,Wed Mar 27 12:13:25 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.73751048534562,-98.84611248,Funds for Nebraska flooding relief are being collected by the Gibbon High School National Honor Society until Thursday at noon. Please bring money to the BHS office or any NHS member by Thursday. #TPOD
35,Wed Mar 27 17:07:05 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.75468043849968,-98.82456546,"Here's an easy way to support our neighbors in Gibbon, Nebraska, and their flooding relief efforts. Donate directly online through the Nebraska Cattlemen's website."
36,Thu Mar 28 19:27:18 +0000 2019,infrastructure_and_utility_damage,Lynch,42.833242747082025,-98.46687019,"I thought Nebraska's potholes were bad, but the Spencer Dam collapse & levee breaks in Lynch have destroyed miles of roads. #flood"
37,Tue Mar 26 12:00:24 +0000 2019,infrastructure_and_utility_damage,Wood River,40.808756131908105,-98.60287238,"Fields in Wood River, Nebraska, have been washed away, livestock are gone or injured, and equipment and structures are damaged. Lives have been lost due to the devastating flooding in the Midwest. Here's how to help."
38,Tue Apr 02 14:31:28 +0000 2019,caution_and_advice,Gibbon,40.75059265714981,-98.8466332,"Due to severe weather in Nebraska on April 2nd, the state has issued a special extended period for emergency disposal of mortalities in Gibbon. @TheManureLady shares best practices for composting and burial in this helpful guide."
39,Mon Apr 01 18:04:56 +0000 2019,rescue_volunteering_or_donation_effort,Oglala Lakota Nation,43.044836992739285,-102.5492224,"Today, April 1st, 2019, from the Oglala Lakota Nation, we're teaming up with @BeerPaws to support animal relief efforts in Nebraska, affected by flooding, with limited release Alpha Hive PB & Honey Dog Biscuits. 100% of"
40,Tue Apr 02 12:25:12 +0000 2019,rescue_volunteering_or_donation_effort,Plattsmouth,41.01767672745322,-95.89879742,"Today, on National Service Recognition Day, I'm honoring AmeriCorps members and Senior Corps volunteers in Plattsmouth. Thank you to Nebraska's AmeriCorps members for their passion, dedication, and service. #MadeInAmeriCorps #AmeriCorps #National"
41,Tue Apr 02 14:10:15 +0000 2019,rescue_volunteering_or_donation_effort,Bellevue,41.17146630962557,-95.8994171,"We're proud to serve amazing food in Bellevue, but even prouder to serve the community. Today, April 2nd, we're donating 10% of our sales to @MentorTeamMates when you dine at any Nebraska #Runza location."
42,Mon Mar 25 21:18:01 +0000 2019,infrastructure_and_utility_damage,Waterloo,41.27201571836103,-96.28931679,"A major Air Force base in Waterloo, Nebraska was damaged in the recent flood. #wuwei #today #best #news #daily #feed"
43,Tue Mar 26 00:36:46 +0000 2019,rescue_volunteering_or_donation_effort,Lake Wanahoo,41.21568118572243,-96.83972483,"Our friends in Nebraska, near Lake Wanahoo, are in need! Please consider giving to the Realtor Relief Fund."
44,Tue Mar 26 00:18:10 +0000 2019,caution_and_advice,Gretna,41.14608343625569,-96.23428332,"Tomorrow, March 27th, at 10-11am, a statewide tornado drill will take place in Nebraska. In Gretna, a mock tornado watch and warning will be issued, with sirens sounding and media alerts. #Omaha #NEwx #smem #emgt"
45,Sat Mar 30 14:38:41 +0000 2019,rescue_volunteering_or_donation_effort,Niobrara,42.75878665504645,-98.0114284,"Hauling hay, food, and fencing supplies to Niobrara, Nebraska, on March 30th, for flood victims. Fav and retweet!!"
46,Mon Mar 25 19:16:17 +0000 2019,rescue_volunteering_or_donation_effort,Elkhorn Middle School,41.27362440276576,-96.22015538,".@mnnationalguard protected critical infrastructure in Nebraska, including a nuclear power plant near Elkhorn Middle School, during their #EMAC mission on March 25, 2019. Learn what they did to prevent #flooding."
47,Wed Apr 03 00:35:35 +0000 2019,infrastructure_and_utility_damage,Council Bluffs,41.27801562435307,-95.86957022,"From Council Bluffs, I'm amazed by the lack of news coverage of the devastating floods in the Midwest & Great Plains, particularly in Nebraska, Iowa, and other affected states, which have a significant impact on farmers and ultimately, food supplies."
48,Mon Mar 25 22:51:21 +0000 2019,rescue_volunteering_or_donation_effort,Niobrara,42.74671629276481,-98.02423767,"Tomorrow, March 26, the Nebraska Farm Bureau and @FBFS will be in Niobrara for a Nebraska Strong Burger Feed for flood relief. Everyone is welcome!"
49,Tue Apr 02 20:00:05 +0000 2019,infrastructure_and_utility_damage,Papillion,41.16251599544462,-96.03565683,"#HuskerHomePlace: Icy floodwaters have damaged agriculture and rural communities in Nebraska, a problem that has persisted since 1881, as seen in Papillion, on April 2, 2019."
50,Wed Mar 27 21:13:47 +0000 2019,rescue_volunteering_or_donation_effort,Council Bluffs,41.25982146881214,-95.85087481,"We were overwhelmed with water donations for flood relief in Council Bluffs, Nebraska and Iowa! For more, visit our Facebook or Instagram post."
51,Fri Mar 29 13:42:54 +0000 2019,rescue_volunteering_or_donation_effort,Norfolk,42.02781721920233,-97.41700397,"From M.C.s Tees & More in Norfolk, we're partnering with Orphan Grain Train's Norfolk, NE Office to sell caps and shirts, raising funds for Nebraska Flood Relief. All profit will go towards the cause."
52,Tue Mar 26 18:01:59 +0000 2019,caution_and_advice,Council Bluffs,41.26166454178033,-95.85699112,"Tomorrow, March 27th, at 10:00 AM, the statewide tornado drill for Nebraska & Iowa begins with a TEST Tornado Watch. I'll be here with severe weather safety info from Council Bluffs!"
53,Thu Mar 28 18:21:25 +0000 2019,injured_or_dead_people,Lincoln,40.809857851739146,-96.68981046,"@AllynPaul @AOC In Lincoln, Nebraska, thousands are homeless and several have died due to flooding. Your comment on this issue is the worst I've seen, and I advise you to avoid politics/religion to maintain followers and income."
54,Mon Mar 25 23:39:54 +0000 2019,injured_or_dead_people,Ashland,41.03607637325587,-96.34576889,"Last night in Ashland, Nebraska, a farmer was killed while trying to rescue someone during the state's worst flooding in 50 years, which began on March 25, 2019."
55,Wed Apr 03 00:03:53 +0000 2019,rescue_volunteering_or_donation_effort,Waterloo,41.28263865104933,-96.29384812,"On April 3rd, a woman in Waterloo, Nebraska, purchased all 204 remaining pairs of shoes at a Payless store to donate to flood victims."
56,Mon Mar 25 18:54:29 +0000 2019,rescue_volunteering_or_donation_effort,Gibbon,40.747410829841456,-98.84365723,"A roundtable on #Nebraska flood relief efforts is underway at the @NeCattlemen headquarters in Lincoln, Nebraska, on March 25, 2019, at 2:54 PM. @GovRicketts, @USDA Undersecretary Greg Ibach, and @Ne"
57,Thu Mar 28 01:50:46 +0000 2019,infrastructure_and_utility_damage,Waterloo,41.29395969250067,-96.27945315,"As of March 28, 2019, at 1:50 AM in Waterloo, Nebraska, the estimated losses from flooding stand at $1.4 billion, with $449 million in infrastructure damage, and farmers expecting $400M in cattle and $440M in crop losses."
58,Thu Mar 28 21:48:58 +0000 2019,rescue_volunteering_or_donation_effort,Genoa,41.45159573064548,-97.73402449,"Thank you to all who came out to our Grub N Give event in Genoa on March 28th! With your help, Pinnacle Realty Group raised over $400 to support flood clean up efforts in Nebraska."
59,Wed Mar 27 16:27:52 +0000 2019,infrastructure_and_utility_damage,Wood River,40.82945921629636,-98.57811689,"Severe flooding in the Midwest, particularly in Wood River, is causing widespread damage and making it difficult for communities in Nebraska to access clean water. #HandOfHope is partnering with @ConvoyofHope to provide much needed drinking water, effective March 27, 2019."
60,Sat Mar 30 14:58:58 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.92137556540723,-98.76311958,"Only 4 art pieces left! As of March 30th, 2019, at 2:58 PM, buy art and help Boyd County flood recovery efforts with 50% off + 10% of your purchase going towards the cause. Link in bio for details. #ne"
61,Thu Mar 28 14:24:44 +0000 2019,rescue_volunteering_or_donation_effort,Bellevue,41.14760931346923,-95.91307463,"This Saturday and Sunday, the local 4-H group 'Kids, Pigs, and Udders' will collect donations for Nebraska flood victims at Tiffin Rural King and Tiffin Tractor Supply in Bellevue. Their goal is to fill two semi trucks with supplies."
62,Mon Mar 25 19:36:06 +0000 2019,displaced_people_and_evacuations,Offutt Air Force Base,41.10177710527044,-95.91229485,"Monday, March 25, 2019, at 7:36 PM GMT, I'm reflecting on the Elkhorn River's impact on western Douglas County, Nebraska, which occurred on Sunday, March 17, 2019, near Offutt Air Force Base, resulting in evac"
63,Wed Mar 27 18:44:52 +0000 2019,infrastructure_and_utility_damage,Oglala Lakota Nation,43.03094035715289,-102.5554654,"I'd bet $100 that most Americans don't know about the current flooding in the Midwest, including Nebraska. Genuinely horrifying- the damage & lack of coverage, not saying Green New Deal is the answer but sticking our heads in the sand ain't much better"
64,Thu Mar 28 18:17:26 +0000 2019,rescue_volunteering_or_donation_effort,Ashland,41.04744133207243,-96.3632778,"From Ashland, our relief efforts continue to help those impacted by the flooding in Nebraska, which occurred on March 28. A Werner truck and trailer transported flood relief supplies from Lillington, North Carolina to Omaha, Nebraska! #NebraskaStrong"
65,Thu Mar 28 14:06:32 +0000 2019,infrastructure_and_utility_damage,Gretna,41.13768374083617,-96.24420968,"Listen to an interview with JC Schemper, President of US Custom Harvesters, Inc., discussing flood damage in central Nebraska, recorded on March 28th, 2019, in Gretna. @tweets_USCHI #nebraskaflooding @HarvestReport @"
66,Sat Mar 30 02:05:45 +0000 2019,infrastructure_and_utility_damage,Sioux City,42.49832518213545,-96.40538531,"From Sioux City, Nebraska, on March 30, 2019, at 2:05 AM, @ForAllTheMarble @GeNormand notes that #KeystoneXL passes through heavily flooded areas, while some countries are still waiting for @fema disaster assessments to be sent"
67,Wed Mar 27 18:36:05 +0000 2019,rescue_volunteering_or_donation_effort,Ashland,41.02997384386287,-96.35620627,"Thanks to our Ashland members who donated to the Nebraska flood relief efforts! We collected over 100 items that will aid in the clean-up process, as of March 27th."
68,Tue Mar 26 14:27:36 +0000 2019,rescue_volunteering_or_donation_effort,Scottsbluff,41.864334486131646,-103.6692005,Gothenburg FFA is partnering with Sutherland FFA Chapter to raise funds for FFA members affected by recent floods in Scottsbluff. Purchase Nebraska Strong t-shirts and sweatshirts by talking to FFA officers.
69,Tue Mar 26 10:50:58 +0000 2019,rescue_volunteering_or_donation_effort,Genoa,41.46134029372472,-97.74669909,"From Genoa, the #Yazidi community in #Lincoln has delivered humanitarian aid to meet the immediate needs of families affected by floods in #Nebraska, as of March 26, 2019."
70,Tue Mar 26 13:28:08 +0000 2019,rescue_volunteering_or_donation_effort,Bellevue,41.15839708881681,-95.89571794,"We're proud to partner with John Deere dealers across Nebraska to donate $60,000 towards flood disaster relief in the state, supporting organizations that aid farmers, ranchers, and rural communities. #NebraskaStrong #JohnDeere #LandMarkDifference"
71,Tue Mar 26 13:46:38 +0000 2019,rescue_volunteering_or_donation_effort,Gretna,41.15013052965995,-96.24775863,"Radio and TV stations in Gretna, Nebraska, raised $441,919 in donations to support flood victims as of March 26, 2019. #NebraskaStrong"
72,Tue Mar 26 22:00:10 +0000 2019,infrastructure_and_utility_damage,Missouri Valley,41.55436524786917,-95.87736229,"@SBDRnet assessment: Over 2,000 flood-affected homes in the Missouri Valley region of Nebraska and Kansas; mud-out operations begin in Iowa and Missouri as of March 26, 2019."
73,Tue Mar 26 01:35:25 +0000 2019,infrastructure_and_utility_damage,Fremont,41.44334940495124,-96.49240358,"No, this isn't an earthquake, it's where roads used to be in Fremont, Nebraska, before recent flooding eroded the asphalt and ground away. Imagine the force of the water that caused this destruction."
74,Wed Mar 27 16:34:11 +0000 2019,caution_and_advice,Nebraska City,40.69100269318885,-95.84389158,Nebraska Attorney General warns of potential scams in Nebraska City following floods. Protect yourself by knowing how to identify legitimate contractors.
75,Wed Mar 27 05:29:04 +0000 2019,infrastructure_and_utility_damage,Council Bluffs,41.26006207191177,-95.86777116,"Three deaths have been reported due to flooding in the Midwest, with two men in Nebraska missing for over a week. The flooding, caused by rainfall and snowmelt, has forced thousands from their homes in Nebraska, Iowa, and Missouri, with estimated damages of $3 billion."
76,Thu Mar 28 12:18:51 +0000 2019,rescue_volunteering_or_donation_effort,North Bend,41.45997564051079,-96.78244167,"Multi Agency Resource Center (MARC) providing recovery resources for people affected by the Nebraska floods. Open March 29th-April 5th, Monday-Friday, 9-7pm at Fremont Public School Admin Building East Meeting Room, 130 E 9th, Fremont"
77,Tue Mar 26 17:47:13 +0000 2019,caution_and_advice,Fairbury,40.13629083856949,-97.18087384,"Based on CMS/CCIIO guidance, Nebraska will continue transitional policies until January 1, 2021. Find the related bulletin from CCIIO at [link]. #Fairbury, March 26, 2019"
78,Tue Mar 26 14:41:45 +0000 2019,injured_or_dead_people,Central City,41.10259991966238,-98.02041879,"Did you know that Nebraska has a long history of floods? The 1935 flood in Central City, which occurred on an unspecified date, killed over 100 people and was linked to record rainfalls in Texas and Colorado. #science"
79,Fri Mar 29 13:42:39 +0000 2019,rescue_volunteering_or_donation_effort,Nebraska City,40.674357638828106,-95.84019816,"Canton Township couple donates hay to Nebraska City flood victims on March 29, 2019. It warms my heart to see this kindness!"
80,Sun Mar 31 19:40:01 +0000 2019,rescue_volunteering_or_donation_effort,Genoa,41.44957903686836,-97.73361497,"Reminder: Today, March 31st, is the last day to donate to Nebraska Flood Relief efforts in Genoa."
81,Tue Apr 02 17:51:06 +0000 2019,rescue_volunteering_or_donation_effort,Papillion,41.13751574082224,-96.03879462,"From Papillion, our Chef Relief Team is serving approximately 5,000 people daily in Colombia, where we've been feeding Venezuelan refugees since [timestamp]. We'll stay as long as needed. #ChefsForVenezuela"
82,Thu Mar 28 20:36:49 +0000 2019,rescue_volunteering_or_donation_effort,Columbus,41.41548227894566,-97.35650276,"Help the Lakeview FFA Chapter in Columbus, Nebraska, affected by the recent flood, with relief efforts. Donate or buy a t-shirt via the link #NEFloodRelief #HealingtheHeartland #FFASupportingFFA"
83,Mon Apr 01 15:49:16 +0000 2019,rescue_volunteering_or_donation_effort,Plattsmouth,41.00979321690519,-95.8969633,"Aurora Middle School in Plattsmouth, Nebraska was feeling #NebraskaStrong this morning after learning about the county-wide flood relief donation drive! Let us hear YOUR best Nebraska Strong rally cry!"
84,Fri Mar 29 21:21:03 +0000 2019,infrastructure_and_utility_damage,Omaha,41.27243301602443,-95.93620362,"Offutt Air Force Base, located near Omaha, has reopened its runway and taxiways after determining that the recent flooding did not cause any damage. #Omaha #March29, 2019"
85,Sat Mar 30 02:09:22 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.910273781087824,-98.75256248,"Farmers in Boyd County, Nebraska, are providing flood relief to fellow farmers in Indiana, as of March 30, 2019."
86,Tue Mar 26 20:50:10 +0000 2019,infrastructure_and_utility_damage,Central City,41.12611660504035,-98.00044579,"Estimated damage from the recent bomb cyclone in Central City, Nebraska is around $400 million, with agricultural and livestock losses adding up to an estimated $1.3 billion. #bombcyclone"
87,Tue Mar 26 01:43:28 +0000 2019,rescue_volunteering_or_donation_effort,Offutt Air Force Base,41.12023307292012,-95.90487257,Free well water testing kits are being offered to private homeowners affected by the recent flooding near Offutt Air Force Base. Limited kits are available through the Nebraska County Health Department and partners.
88,Tue Apr 02 17:35:03 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.90986156083176,-98.74805121,"On April 2, 2019, at 1:35 PM, Hays Addy Tritt bought over 200 pairs of shoes from Payless in Boyd County to donate to flood victims in Nebraska."
89,Mon Mar 25 18:51:09 +0000 2019,rescue_volunteering_or_donation_effort,Fairbury,40.12853743737019,-97.16647804,".@MissUSA Sarah Rose Summers, from Nebraska, shares her reaction to the recent flooding in Fairbury and asks you to call 1-844-278-8555 to donate to the #NebraskaStrong Drive for Flood Relief, which has raised $231,875 so far today."
90,Tue Mar 26 16:37:00 +0000 2019,rescue_volunteering_or_donation_effort,Niobrara,42.74652646513289,-98.02237794,Support the 2019 Nebraska Disaster Relief Efforts and local Niobrara Police & Fire Departments with these t-shirts! 100% of profit will be donated to the 2019 Nebraska Disaster Relief Fund. #PoliceTShirt #NebraskaDisasterRelief
91,Wed Mar 27 13:09:45 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.92164811016816,-98.75899014,"This week, from Boyd County, subscribe at 30% off, with 50% of proceeds benefiting Nebraska flood relief."
92,Fri Mar 29 20:49:56 +0000 2019,caution_and_advice,Boyd County,42.92984019709977,-98.75989681,"Boyd County, Nebraska: As of March 29th, NDOT announces ongoing road repairs, reminding drivers to use marked detours as most roads will remain closed until work is complete."
93,Thu Mar 28 23:01:16 +0000 2019,rescue_volunteering_or_donation_effort,Wood River,40.83322460441545,-98.61577013,"Last night at 11:01 PM on March 28, 2019, a convoy carrying donated food, clothing, hay, animal feed, and hygiene products arrived in Wood River, Nebraska to support flood victims through the 'Farmers Helping Farmers' initiative."
94,Mon Mar 25 21:20:45 +0000 2019,caution_and_advice,Ashland,41.04356309503732,-96.37166474,"From Ashland, it's Severe Weather Awareness Week in Nebraska! Do you know the difference between watches and warnings? In a WATCH, ingredients are there and cupcakes are possible; in a WARNING, cupcakes are occurring! #newx #SWAW"
95,Mon Apr 01 14:47:01 +0000 2019,rescue_volunteering_or_donation_effort,Boyd County,42.93794362,-98.77007284,"Today, April 1st, we're dispatching part of our Emergency Disaster Services team to Boyd County, Nebraska to serve those affected by the floods. If you're able, please donate to ensure we can provide direct aid to those who need it most."
96,Thu Mar 28 03:23:31 +0000 2019,rescue_volunteering_or_donation_effort,Elkhorn Middle School,41.27862665899099,-96.20942227,"From Elkhorn Middle School, I believe helping farmers should be a national priority over oil companies, as food is essential. #Congress #Senate #Tytlive #Nebraska #Progressives"
97,Tue Apr 02 01:51:28 +0000 2019,rescue_volunteering_or_donation_effort,Offutt Air Force Base,41.11725520230726,-95.92252191,"Tomorrow, t-shirts will begin shipping to the UNL Bookstore, located at Offutt Air Force Base, as part of the fundraising efforts for those impacted by the Nebraska Flooding. T-shirts will be sold for $20."
98,Wed Mar 27 15:01:03 +0000 2019,rescue_volunteering_or_donation_effort,Albion,41.68955448,-98.00329964,"Anheuser-Busch is sending over 100,000 cans of water to areas affected by flooding in Nebraska, starting from Albion, as of March 27th."
99,Thu Mar 28 07:45:22 +0000 2019,rescue_volunteering_or_donation_effort,Genoa,41.46091145023527,-97.74826108,"I'm selling paintings similar to this! 75% of sales will be donated to farmers and ranchers in Genoa, Nebraska. $20 for 8x11 in, $25 for 11x14 in. Retweet to help those in need! #ThuMar282019"
100,Wed Mar 27 11:58:49 +0000 2019,rescue_volunteering_or_donation_effort,Sioux City,42.498560231695045,-96.37969425,"We drove to Sioux City, Nebraska today, March 27, to document the devastation of the floods and assist with rescue efforts. I will never be the same after what I saw today."
101,Tue Apr 02 14:13:18 +0000 2019,rescue_volunteering_or_donation_effort,Waterloo,41.29031069442075,-96.26861052,"Nebraska Football Team accepting donations for flood relief efforts in Waterloo, as of April 2nd, 2019."
102,Mon Mar 25 17:54:08 +0000 2019,rescue_volunteering_or_donation_effort,Glenwood,41.04511207998719,-95.74052131,"From Glenwood, on March 25, 2019, at 1:54 PM, our NDCS teammates are helping flood victims across Nebraska and Iowa. Photos show our assistant warden at the Nebraska Correctional Youth Institute in Glenwood sandbagging and assisting others evacuate due to"
