index,cn_query,need_type,lat,lon,created_at
23,Where and when is the free Thanksgiving meal for evacuees in Chico and Paradise?,food_water,39.86542423735633,-121.5785376,Tue Nov 20 18:07:14 +0000 2018
24,How can I help identify and reunite lost pets displaced by the Camp Fire in the Chico area?,family_reunification,39.67823803114783,-121.4451069,Thu Nov 15 18:36:53 +0000 2018
25,Where can I pick up essential items like medications and mail in Chico after the Camp Fire?,shelter,39.46218182706241,-121.0532008,Thu Nov 15 02:01:47 +0000 2018
26,"How can I support the B Strong team's efforts to help Camp Fire victims in Butte County, California?",resource_coordination,34.37027443453001,-119.1369039,Thu Nov 22 22:32:23 +0000 2018
27,Where is the Camp Fire Disaster Recovery Center located and what are its hours?,logistics,39.809733463033766,-121.4383457,Wed Nov 21 09:47:56 +0000 2018
28,Is Convoy of Hope distributing aid faster than the Red Cross in Los Angeles County?,logistics,34.20959314042393,-118.2687162,Sat Nov 17 16:51:03 +0000 2018
29,"Where can Camp Fire survivors in Paradise, California get moved to a safer shelter?",shelter,39.80534639,-121.25729,Sat Nov 24 08:41:31 +0000 2018
30,"Where can I find temporary shelter in Solano County, California?",shelter,38.54556219,-121.6531827,Sun Nov 18 10:48:51 +0000 2018
31,How can I donate or volunteer to support the Far Northern Regional Center after the Camp Fire?,resource_coordination,39.684542870947624,-121.8939909,Fri Nov 23 08:20:22 +0000 2018
32,How can I help with the relief effort at the Silver Dollar Fairgrounds in Chico?,resource_coordination,39.90781941712019,-121.7210743,Thu Nov 22 19:49:25 +0000 2018
33,How can I support The Salvation Army's efforts to help Camp Fire victims in California?,resource_coordination,39.33158039469842,-121.7248295,Tue Nov 13 11:51:11 +0000 2018
34,"How can I donate to Camp Fire relief efforts in Paradise, California?",resource_coordination,40.147404175343276,-121.5916918,Thu Nov 22 02:36:20 +0000 2018
35,How can I help the doctor who saved his patients during the Camp Fire?,transportation,33.74551366374726,-118.7879086,Thu Nov 29 01:45:37 +0000 2018
36,Where can I check for my missing pet in Chico on November 21?,logistics,39.93690368957586,-121.5621775,Fri Nov 23 04:58:34 +0000 2018
37,"Where can I get information on the Camp Fire situation in Paradise, California, before the storm?",protection,39.77039315756125,-121.6353556,Fri Nov 23 23:34:55 +0000 2018
38,How can I donate or volunteer to support California wildfire relief efforts?,resource_coordination,39.63656106572581,-121.6017689,Wed Nov 21 10:54:58 +0000 2018
39,"What is the current evacuation status for farmworkers in the area as of 6pm PST, November 13th, 2018?",transportation,34.31692236648689,-119.0660243,Wed Nov 14 17:11:07 +0000 2018
40,Where are the overflow animal shelters for Woolsey Fire evacuees in Los Angeles County?,shelter,33.78716081878901,-119.1184098,Sun Nov 11 01:20:51 +0000 2018
41,How can I help the victims of the Paradise Camp Fire through a simple retweet?,resource_coordination,39.48096846096519,-121.6720467,Sat Nov 24 11:11:43 +0000 2018
42,How can I help prevent aquifer damage in the Enloe Medical Center area of Butte County?,power_restoration,40.12125889423824,-121.8531868,Sat Nov 24 05:25:30 +0000 2018
43,"What is the current evacuation status in Paradise, Butte County, California?",transportation,39.766147600383576,-121.6361856,Sun Nov 18 14:13:27 +0000 2018
44,How can I donate to the Aaron Rodgers NorCal Fire Recovery Fund?,resource_coordination,39.584642548790306,-121.3719602,Thu Nov 22 05:28:32 +0000 2018
45,Where can Camp Fire evacuees go after being displaced from Silver Dollar Fairgrounds in Chico?,shelter,40.309370555595464,-122.0692105,Sun Nov 18 11:26:10 +0000 2018
46,How can I help the family in the video who lost their home in the Camp Fire?,resource_coordination,39.96088301246785,-121.4927445,Thu Nov 22 08:24:36 +0000 2018
47,How can I donate to the Help For The Wagoner Family GoFundMe campaign?,resource_coordination,39.95887082015259,-121.5008315,Fri Nov 23 03:13:15 +0000 2018
48,How can I donate to support Camp Fire victims?,resource_coordination,39.77511926,-121.2500779,Wed Nov 21 14:31:47 +0000 2018
49,How can the US Department of Labor assist with employment-related needs after the Camp Fire?,logistics,39.69343124897884,-121.3286315,Fri Nov 23 09:36:40 +0000 2018
50,What is the deadline for evacuees to leave Solano County?,transportation,38.316342709311584,-121.5225606,Mon Nov 19 02:48:59 +0000 2018
51,"How can I make a cash donation for the Paradise fire relief efforts in Chico, California?",resource_coordination,39.47266703623273,-122.3209181,Sun Nov 11 21:39:26 +0000 2018
52,"How can I help the community affected by the Camp Fire in Paradise, Butte County?",resource_coordination,39.81885668514273,-121.3899682,Sun Nov 11 22:04:01 +0000 2018
53,"Where can I find open shelters in Los Angeles County, California, for Woolsey Fire evacuees?",logistics,33.90754943284124,-118.7741543,Sat Nov 24 11:54:29 +0000 2018
54,How can I donate to firefighter assistance in Chico?,resource_coordination,39.81255814037811,-121.7930973,Mon Nov 12 09:09:01 +0000 2018
55,Where can I find free accommodations for evacuees near Malibu from November 12th to 14th?,shelter,34.17763127887574,-118.800151,Sat Nov 17 06:00:02 +0000 2018
56,"How many people are missing in the Camp Fire near Chico, California?",family_reunification,39.740589098082225,-121.8144058,Wed Nov 21 16:00:45 +0000 2018
57,How can I donate to the Helping Camp Fire Victims Organized by NextHome?,resource_coordination,39.83518302,-121.5186334,Sat Nov 24 15:12:51 +0000 2018
58,"Please help find Barbara Carlson and her dog Strawberry who went missing in the Camp Fire area around Paradise, CA on November 8th.",family_reunification,39.55767533265348,-121.5118575,Tue Nov 13 14:51:05 +0000 2018
59,What resources are available for So Cal fire victims in Ventura County?,resource_coordination,39.861503117964745,-121.3946362,Sun Nov 18 22:49:51 +0000 2018
60,How can I donate to help victims of the California Fires in Chico?,resource_coordination,39.57809185273632,-121.7269932,Tue Nov 20 05:45:10 +0000 2018
61,"How can I help find missing people in Paradise, Butte County, California?",family_reunification,39.60877131942319,-122.0055859,Tue Nov 13 06:27:24 +0000 2018
62,"Where can I find Oncor's aid efforts in Chico, California?",logistics,39.66922393425607,-121.7883174,Sat Nov 24 00:57:37 +0000 2018
63,How can I donate to the Sierra Nevada Camp Fire Relief Fund?,resource_coordination,39.71831906886592,-121.3442117,Thu Nov 22 08:29:15 +0000 2018
64,How can I stay safe during the flash flood risk in Northern California's Butte County?,protection,39.53715751576058,-121.5098928,Thu Nov 22 17:55:38 +0000 2018
65,How can I help the California wildfire relief fund by retweeting Aaron Rogers and State Farm's campaign?,resource_coordination,39.75416237014388,-121.6532865,Fri Nov 23 12:07:11 +0000 2018
66,How do I contact the Butte County Sheriffâ€™s Missing Person Call Center to let them know I'm safe?,family_reunification,39.27780005615679,-121.7464704,Tue Nov 20 05:24:52 +0000 2018
67,"Where can I donate to support animal shelters in Butte County near Paradise, CA?",resource_coordination,39.95334009351218,-122.3390752,Sun Nov 25 20:21:54 +0000 2018
68,"Where can I find shelter in Chico, California, due to the cold weather?",shelter,40.15480902728955,-122.3154091,Sun Nov 11 12:33:21 +0000 2018
69,How can I donate to the Red Cross for Camp Fire relief in Butte County?,resource_coordination,38.279241136111246,-121.6527146,Mon Nov 12 10:44:03 +0000 2018
70,How can I support the Camp Fire relief efforts in Lancaster through the breweries' collaboration?,resource_coordination,39.736358821868315,-121.8271734,Thu Nov 22 22:19:27 +0000 2018
71,What tax relief options are available for Camp Fire and Woolsey Fire victims from November 8th to November 20th?,logistics,39.78417811938983,-121.7771886,Wed Nov 21 10:16:30 +0000 2018
72,"How can I volunteer to cook and serve meals to families in shelters in Lincoln, California?",resource_coordination,39.82327666868027,-121.6431192,Sun Nov 25 15:07:23 +0000 2018
73,"How can I donate to support Camp Fire victims in Butte County, California?",resource_coordination,39.58733386,-121.9073718,Mon Nov 19 17:04:41 +0000 2018
74,"What is the deadline for fire survivors to leave the Walmart in Butte County, California?",logistics,34.44462483,-118.2211279,Wed Nov 21 19:17:24 +0000 2018
75,How can I donate to the Cal Water & Utility Workers Union of America Camp Fire Relief Fund?,resource_coordination,39.738484030374316,-122.1676414,Mon Nov 19 07:33:43 +0000 2018
76,"How can I support Marin Humane's animal rescue efforts in Paradise, CA?",resource_coordination,39.38342295012787,-121.5905853,Sat Nov 24 05:37:25 +0000 2018
77,"How can I donate to support those affected by the California wildfires in Thousand Oaks, Ventura County?",resource_coordination,34.238497832466045,-118.8456799,Sat Nov 24 03:25:08 +0000 2018
78,"How can I donate to Camp Fire relief efforts in Magalia, Butte County, from Lodi?",resource_coordination,39.74354988,-121.6339217,Wed Nov 14 20:33:37 +0000 2018
79,"How can I donate to support the relief efforts for the California wildfires near Chico, CA?",resource_coordination,39.801535628992866,-121.7272237,Tue Nov 13 01:01:49 +0000 2018
80,"Do we need to evacuate our house near Enloe Medical Center in Chico, CA?",transportation,39.64699298926199,-121.9531411,Mon Nov 12 03:02:35 +0000 2018
81,"How can I help update the list of missing persons after the Camp Fire in Paradise, CA?",resource_coordination,39.596430305658316,-121.7448612,Fri Nov 23 05:09:07 +0000 2018
82,Where can I find Israeli Aid Group's rescue efforts in Ventura County on November 22?,logistics,34.57273526,-118.5888466,Sun Nov 25 03:28:24 +0000 2018
83,How can I help victims of the Camp Fire in Butte County?,resource_coordination,39.57132126604521,-121.5114993,Tue Nov 20 13:33:59 +0000 2018
84,How can I support Aaron Rodgers' $1M donation to Camp Fire recovery efforts in Butte County?,resource_coordination,39.75382561542402,-121.4386684,Fri Nov 23 22:04:05 +0000 2018
85,How many people are missing in the North California wildfires near Agoura Hills?,family_reunification,34.11399056416736,-118.7555289,Mon Nov 19 13:08:19 +0000 2018
86,"How can I help with animal rescue efforts in Paradise, Butte County, California?",resource_coordination,40.16566643218563,-121.3498223,Thu Nov 22 11:45:54 +0000 2018
87,"Where can people displaced by the Camp Fire temporarily stay in Magalia, Butte County, California?",shelter,39.98390041280129,-121.670843,Tue Nov 20 00:21:51 +0000 2018
88,"How can I donate to the North Valley Animal Disaster Group in Paradise, CA?",resource_coordination,33.88519893097245,-118.4949896,Thu Nov 22 08:06:35 +0000 2018
89,How can I donate to California Fire Relief efforts?,resource_coordination,34.06680710031087,-119.290461,Fri Nov 23 15:38:16 +0000 2018
90,How can I support the Red Cross Wildfire Relief efforts through @aksysgames Twitch stream today?,resource_coordination,33.77420692435098,-119.1178691,Thu Nov 15 17:57:35 +0000 2018
91,How can I donate to support the Los Angeles Fire Department Foundation?,resource_coordination,34.202756608435706,-117.7867161,Mon Nov 12 20:25:14 +0000 2018
92,How can I help wild animals in Ventura County near the WoosleyFire?,resource_coordination,39.940360640712825,-121.1644203,Sun Nov 11 05:55:45 +0000 2018
93,How can I help Woolsey Fire victims in Los Angeles County?,resource_coordination,34.26549485,-118.2392876,Thu Nov 22 14:37:39 +0000 2018
94,Where can I get updates on the ongoing evacuation efforts at Silver Dollar Fairgrounds in Chico?,transportation,39.650317320719054,-122.1474979,Sun Nov 11 03:31:14 +0000 2018
95,How can I donate or volunteer to support The Salvation Army's wildfire relief efforts in California?,resource_coordination,38.33962517847789,-121.6257009,Tue Nov 20 00:23:19 +0000 2018
96,"How can I help victims of the California Camp Fire in Paradise, Butte County?",resource_coordination,38.44678833948181,-122.3427317,Fri Nov 23 03:02:47 +0000 2018
97,What areas in Butte County are being evacuated due to the Camp Fire?,transportation,39.62570554734188,-121.3494181,Sat Nov 10 20:48:01 +0000 2018
98,Where can I donate to support victims of the northern California wildfire in Butte County?,resource_coordination,39.51727388612079,-121.9663406,Thu Nov 22 10:12:44 +0000 2018
99,"Where can I find shelter in Chico, California?",shelter,39.22697542726099,-122.0554466,Sun Nov 18 00:19:21 +0000 2018
100,How can I volunteer to assist with evacuation efforts in Paradise/Chico?,resource_coordination,34.04829278043705,-118.7028906,Thu Nov 22 13:35:33 +0000 2018
101,How can I support the Camp Fire relief efforts in Paradise through art sales?,resource_coordination,33.62942826931606,-118.8263441,Sun Nov 25 08:18:01 +0000 2018
102,Where can I find shelter in Malibu due to the Woolsey Fire?,shelter,34.287633734373905,-118.2866952,Mon Nov 12 07:57:53 +0000 2018
103,"What areas in Paradise, Butte County, CA are still at risk from the Camp Fire on Nov 20-22?",protection,39.830756326841474,-121.6954136,Wed Nov 21 22:14:31 +0000 2018
104,"How can I volunteer to help homeless people at the Silver Dollar Fairgrounds in Chico, California?",resource_coordination,40.04419923540572,-122.112546,Tue Nov 27 13:39:35 +0000 2018
105,Where can I donate to help livestock rescued from California wildfires in Solano County?,resource_coordination,38.30735672142071,-121.8368663,Wed Nov 21 05:34:01 +0000 2018
106,How can I help Texas firefighters assist in the California wildfires near Thousand Oaks?,resource_coordination,33.84235583773703,-118.5823391,Wed Nov 14 10:51:47 +0000 2018
107,"Are there any missing persons reports from the Enloe Medical Center in Chico, Butte County?",family_reunification,39.79290565165267,-121.8861766,Sat Nov 17 12:15:37 +0000 2018
108,What emergency services are available for flash flood and mudslide risks in wildfire-ravaged areas of Los Angeles County?,protection,34.12048971829739,-118.9785294,Fri Nov 23 10:28:43 +0000 2018
109,How can I donate to the Sierra Nevada Camp Fire Relief Fund?,resource_coordination,39.729563595909816,-121.8600525,Wed Nov 28 15:32:52 +0000 2018
110,What is the current death toll and missing persons count in Butte County near Chico as of November 16th?,family_reunification,39.85927202114007,-122.3680983,Mon Nov 19 01:57:56 +0000 2018
111,What areas in Los Angeles County are at risk of mudslides on November 22 at 4:25pm PST?,protection,34.295660364589814,-117.9423245,Sat Nov 24 06:13:10 +0000 2018
112,"How can I donate to provide meals to Camp Fire victims in Chico, California?",resource_coordination,39.75497757735744,-121.89877,Thu Nov 29 08:33:52 +0000 2018
113,"How can I donate to the American Red Cross for wildfire relief efforts in Chico, CA?",resource_coordination,39.768549233485665,-121.9592459,Thu Nov 22 01:29:23 +0000 2018
114,How can I help find 86-year-old Betty Werner who went missing during the Woolsey Fire in Ventura County?,family_reunification,34.19923604049445,-119.0114348,Sun Nov 11 08:17:34 +0000 2018
115,"How can I volunteer or donate to support wildfire relief efforts at the Silver Dollar Fairgrounds in Chico, CA?",resource_coordination,39.71853362681813,-121.7942353,Thu Nov 15 08:53:08 +0000 2018
116,"How can I volunteer to help Camp Fire victims in Agoura Hills, Los Angeles County?",resource_coordination,34.52394261109056,-118.8616756,Tue Nov 20 04:35:34 +0000 2018
117,"How can I help the elderly evacuate from Paradise, California by 12:00 PM PST on Sun Nov 18?",transportation,39.51605254008134,-121.6300672,Wed Nov 21 08:52:46 +0000 2018
118,What is the Flash Flood Watch warning for Paradise and Magalia from Nov 28-29?,protection,39.79409299789903,-121.6616567,Wed Nov 28 08:09:57 +0000 2018
119,How can I donate to support educators and students affected by the California wildfires in Ventura County?,resource_coordination,34.40122056617871,-118.5591556,Sat Dec 01 10:49:50 +0000 2018
120,How can I donate to support evacuation centers in Butte County?,resource_coordination,39.85524675197506,-121.5087493,Fri Nov 16 06:47:46 +0000 2018
121,How can I help California Teamsters affected by the Magalia wildfires?,resource_coordination,39.68721325706435,-121.1848935,Thu Nov 29 20:26:21 +0000 2018
122,Is it safe to go outside in smoky areas of Butte County after the rain?,protection,39.548299402791166,-121.473449,Wed Nov 21 22:43:24 +0000 2018
123,Where can I donate to the Camp Fire relief efforts at SOU in Chico?,resource_coordination,39.69637220699164,-121.9702493,Fri Nov 23 19:10:34 +0000 2018
124,"How can I get a free Airbnb stay in Chico, Butte County, as a fire evacuee?",shelter,39.10068289376445,-122.0420543,Mon Nov 26 10:22:23 +0000 2018
125,How can I help find missing people in the Solano County wildfire?,family_reunification,38.06440791028135,-122.289549,Mon Nov 12 05:27:13 +0000 2018
126,How can I donate to California Fire Relief Efforts in Malibu?,resource_coordination,34.018190077520714,-118.701672,Fri Nov 23 18:21:42 +0000 2018
127,How can I donate to support California's Butte County firefighters?,resource_coordination,39.72850337689743,-121.7414889,Tue Nov 13 00:01:21 +0000 2018
128,"How can I donate a camping tent-trailer to Camp Fire victims in Paradise, CA?",resource_coordination,39.70008475710682,-121.4758143,Sat Nov 24 10:38:43 +0000 2018
129,"What evacuation orders are in place for Chico and Butte County, Northern California?",transportation,39.677146197277814,-121.610647,Sun Nov 11 08:02:46 +0000 2018
130,Where can I find the current Woolsey Fire structure status map in Ventura County?,logistics,34.61982436730857,-119.1548854,Sat Nov 24 05:58:46 +0000 2018
131,What are the current evacuation plans for Chico and Oroville due to the rain on November 21st?,transportation,39.34609621662309,-121.9356882,Thu Nov 22 06:38:08 +0000 2018
132,How many people are missing in the Chico area due to the California wildfires?,family_reunification,39.976250419313835,-121.832489,Sun Nov 18 23:00:56 +0000 2018
133,What evacuation routes should I follow in Los Angeles County?,transportation,34.14318003,-118.3334313,Sat Nov 17 21:34:44 +0000 2018
134,"How can I get information about Kanye West's wildfire relief efforts in Magalia, California?",logistics,39.616012952917494,-121.4849873,Thu Nov 22 09:37:30 +0000 2018
135,How can I help distribute masks to Camp Fire survivors at the Silver Dollar Fairgrounds in Chico?,resource_coordination,39.87667018,-121.964256,Sat Nov 24 06:20:06 +0000 2018
136,"What is the current situation with the wildfires in Malibu on Thursday, November 22, 2018?",logistics,34.087681935428556,-118.6561211,Fri Nov 23 19:20:47 +0000 2018
137,How can I help equine families affected by the California fires?,resource_coordination,39.62968930657781,-121.3004412,Tue Nov 13 05:42:47 +0000 2018
138,How can I donate to The Southern California Disaster Relief Fund?,resource_coordination,34.278589811455404,-119.4331916,Fri Nov 23 10:07:45 +0000 2018
139,How can I donate to support the family affected by the wildfire in the Santa Monica Mountains region?,resource_coordination,34.24285771,-118.7550125,Tue Nov 20 10:59:48 +0000 2018
140,How can I stay safe from the California wildfires with high winds?,protection,34.112887659046294,-118.8159327,Thu Nov 15 23:24:47 +0000 2018
141,What is the current status of the Camp Fire evacuation from Oroville to Chico?,transportation,39.619599163316565,-122.0444415,Sun Nov 11 16:15:35 +0000 2018
142,"How can I support Camp Fire victims in Butte County, especially in Grass Valley and Nevada City areas?",resource_coordination,39.433082913389676,-121.8379879,Thu Nov 22 11:23:45 +0000 2018
143,How can I support the California Wildfires relief efforts in Chico and Butte County?,resource_coordination,40.022530935001456,-121.8329951,Mon Nov 12 12:07:30 +0000 2018
144,How can I donate to California fire victims?,resource_coordination,34.491605151764816,-118.7802024,Fri Nov 23 00:49:06 +0000 2018
145,What are the current air quality conditions and school closures in the Sacramento and San Francisco areas?,logistics,34.30564681023034,-119.0566035,Wed Nov 21 05:49:39 +0000 2018
146,Where can I find information on missing persons in Ventura County after the California wildfires?,family_reunification,34.222125935196466,-119.0194785,Thu Nov 22 10:35:40 +0000 2018
147,What is the current situation with the wildfires in Butte County near Magalia?,logistics,39.88340166,-121.8268975,Mon Nov 12 15:23:04 +0000 2018
148,How can I donate to the Sierra Nevada Camp Fire Relief Fund?,resource_coordination,39.38921565547756,-121.9278054,Fri Nov 30 21:46:24 +0000 2018
149,How can I donate to help displaced animals from the Ventura County fires?,resource_coordination,34.140820758944606,-119.3928132,Mon Nov 12 19:05:21 +0000 2018
150,How do I register as safe and well on the Red Cross website for reunification efforts?,family_reunification,39.82580378667387,-122.0502156,Wed Nov 21 14:10:43 +0000 2018
151,"How can I donate to the @3M Supports California Wildfire Relief Efforts in Chico, CA?",resource_coordination,39.728679640183884,-122.3733629,Fri Nov 23 05:00:39 +0000 2018
152,"Are there any evacuation orders in place for the Camp Fire near Chico, CA?",transportation,39.71697687213996,-121.690692,Mon Nov 12 16:11:55 +0000 2018
153,"Where can I find shelter for seniors in Magalia, California, threatened by the Northern California wildfire?",shelter,39.26979661887136,-121.6768009,Thu Nov 15 04:16:31 +0000 2018
154,How can I donate to support Woolsey Fire victims in Los Angeles County?,resource_coordination,34.14987804,-118.6325373,Thu Nov 22 04:37:36 +0000 2018
155,How can I help the Disabled American Veterans Chapter 106 in Paradise after the Camp Fire?,resource_coordination,39.71455601,-121.479931,Tue Nov 20 19:46:51 +0000 2018
156,How can I support the Humane Society's animal relief efforts in the California fires?,resource_coordination,39.734842771961496,-121.756582,Thu Nov 22 19:18:43 +0000 2018
157,How can I support Habitat for Humanity California wildfire relief efforts in Butte County?,resource_coordination,39.93007092844412,-121.4265709,Tue Nov 20 23:35:49 +0000 2018
158,How can I donate to Red Cross disaster relief efforts for California wildfires?,resource_coordination,33.82066827324374,-118.5559786,Mon Nov 19 10:15:57 +0000 2018
159,Where can I find temporary housing in Chico or Oroville for Camp Fire evacuees?,shelter,40.00806590829407,-121.8464194,Sat Nov 17 22:01:31 +0000 2018
160,How can I help rescue pets in Solano County after the California fires?,resource_coordination,38.42568213670953,-122.2196182,Sat Nov 24 23:36:38 +0000 2018
161,How can I donate to the Woolsey Fire relief efforts in California?,resource_coordination,34.30862649533674,-118.7425098,Sun Nov 11 12:23:12 +0000 2018
162,How can I help Aaron Rodgers' wildfire relief efforts in Ventura County?,resource_coordination,34.64232306001766,-119.3979175,Sun Nov 25 01:35:57 +0000 2018
163,"How can I donate to the ASPCA's animal rescue efforts in Solano County, California?",resource_coordination,38.21213324667003,-122.1543783,Wed Nov 21 12:39:31 +0000 2018
164,How can I help the search efforts for wildfire victims near Enloe Medical Center in Chico?,resource_coordination,39.80089545559482,-121.5018621,Mon Nov 19 15:33:32 +0000 2018
165,How can I help Canadian Couple's wildfire relief efforts near Agoura Hills?,resource_coordination,34.348940432879985,-118.7212419,Wed Nov 21 14:56:42 +0000 2018
166,How can I donate to the Aaron Rodgers fundraising campaign for California fire recovery?,resource_coordination,33.959041012881954,-118.830061,Thu Nov 22 11:09:31 +0000 2018
167,"How can I contribute to wildfire relief efforts in Solano County, Northern California?",resource_coordination,38.365700923996236,-121.7243542,Sat Nov 24 01:25:59 +0000 2018
168,How can I support the Camp Fire relief efforts through Sierra Nevada's Resilience IPA?,resource_coordination,39.707278600325616,-121.8025726,Thu Nov 22 14:52:44 +0000 2018
169,How can I get my horse or small livestock evacuated to a temporary shelter in Chico?,transportation,39.69392785168361,-121.833191,Wed Nov 21 03:56:43 +0000 2018
170,How can I prepare for potential mudslides in LA County burn areas?,protection,34.442760786487376,-118.1794382,Fri Nov 23 09:04:12 +0000 2018
171,"What is the current situation with the WoosleyFire near Malibu, California?",logistics,33.98784152,-118.5888351,Mon Nov 12 12:57:40 +0000 2018
172,How can I help with building sifters for the California Fires?,resource_coordination,39.820526524214394,-121.7786687,Sun Nov 25 21:42:44 +0000 2018
173,How can I donate to the Red Cross benefit auction for California wildfires in Magalia?,resource_coordination,39.90319602102844,-121.4899202,Wed Nov 21 18:06:39 +0000 2018
174,"How can I help find the over 1,000 missing people in the California wildfires?",family_reunification,34.70379518,-119.0802502,Mon Nov 19 15:51:06 +0000 2018
175,How can I support the San Diego hospital aid mission in Butte County?,logistics,39.70828425550951,-121.9627385,Sat Nov 24 04:55:37 +0000 2018
176,Are there any updates on the current forest fires in Los Angeles County?,logistics,34.636264820817274,-118.3445815,Thu Nov 15 14:15:19 +0000 2018
177,Are there any landslide risks in the Magalia area after the rain in Butte County?,protection,39.82934230932255,-121.580409,Fri Nov 23 22:40:16 +0000 2018
178,"How many people are reported missing in the Camp Fire in Butte County, CA?",family_reunification,33.87161553480688,-118.906118,Thu Nov 22 00:42:42 +0000 2018
179,How can I offer free housing to Camp Fire evacuees from Los Angeles County?,shelter,34.371910922517415,-118.8237971,Wed Nov 21 11:32:00 +0000 2018
180,How can I get one-on-one assistance from an AJCC in Ventura to Los Angeles counties after the Woolsey fire?,logistics,34.32173662854157,-118.5544487,Wed Nov 21 07:27:49 +0000 2018
181,How can I donate to the Thousand Oaks wildfire relief efforts?,resource_coordination,34.52663387399247,-118.9274294,Thu Nov 22 17:07:06 +0000 2018
182,How can I buy raffle tickets to support fire-affected areas near Chico and Butte County?,resource_coordination,39.71149793362282,-121.8322757,Tue Nov 20 09:10:58 +0000 2018
183,"How can I check the Air Quality Index in Agoura Hills, California?",protection,33.94891373207482,-118.5865141,Tue Nov 20 04:16:52 +0000 2018
184,How can I help wildfire victims in Butte County have a Happy Thanksgiving?,resource_coordination,39.72283251156623,-121.8750948,Sat Nov 24 16:12:07 +0000 2018
185,What areas in Northern California are under flash flood watch and at risk of wildfire exacerbation?,protection,34.23446425876127,-119.0789275,Fri Nov 23 07:18:51 +0000 2018
186,What areas in Northern California are being evacuated due to wildfires?,transportation,39.92508195944509,-121.6052452,Tue Nov 13 17:36:13 +0000 2018
187,What are the fire danger levels and evacuation warnings for San Diego and surrounding areas starting November 11th?,protection,34.32677408263763,-118.8661495,Sun Nov 11 18:55:43 +0000 2018
188,"How can I donate to State Farm's Camp Fire relief efforts in Butte County, Chico, CA?",resource_coordination,39.56238382719139,-121.8446942,Fri Nov 23 18:00:22 +0000 2018
